"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Montréal (CMA), Que.","2021S0503462","2021","50 to 54 years","Women+","","0","units","0","","333.1.64.3","136680","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","50","Total - Gender","","0","units","0","","333.1.65.1","55890","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","50","Men+","","0","units","0","","333.1.65.2","27920","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","50","Women+","","0","units","0","","333.1.65.3","27970","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","51","Total - Gender","","0","units","0","","333.1.66.1","55185","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","51","Men+","","0","units","0","","333.1.66.2","27795","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","51","Women+","","0","units","0","","333.1.66.3","27385","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","52","Total - Gender","","0","units","0","","333.1.67.1","54230","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","52","Men+","","0","units","0","","333.1.67.2","27240","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","52","Women+","","0","units","0","","333.1.67.3","26990","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","53","Total - Gender","","0","units","0","","333.1.68.1","54360","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","53","Men+","","0","units","0","","333.1.68.2","27185","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","53","Women+","","0","units","0","","333.1.68.3","27175","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","54","Total - Gender","","0","units","0","","333.1.69.1","54605","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","54","Men+","","0","units","0","","333.1.69.2","27445","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","54","Women+","","0","units","0","","333.1.69.3","27160","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55 to 59 years","Total - Gender","","0","units","0","","333.1.70.1","292705","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55 to 59 years","Men+","","0","units","0","","333.1.70.2","146695","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55 to 59 years","Women+","","0","units","0","","333.1.70.3","146010","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55","Total - Gender","","0","units","0","","333.1.71.1","56810","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55","Men+","","0","units","0","","333.1.71.2","28730","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","55","Women+","","0","units","0","","333.1.71.3","28075","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","56","Total - Gender","","0","units","0","","333.1.72.1","60240","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","56","Men+","","0","units","0","","333.1.72.2","30225","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","56","Women+","","0","units","0","","333.1.72.3","30015","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","57","Total - Gender","","0","units","0","","333.1.73.1","59370","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","57","Men+","","0","units","0","","333.1.73.2","29990","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","57","Women+","","0","units","0","","333.1.73.3","29380","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","58","Total - Gender","","0","units","0","","333.1.74.1","59210","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","58","Men+","","0","units","0","","333.1.74.2","29345","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","58","Women+","","0","units","0","","333.1.74.3","29870","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","59","Total - Gender","","0","units","0","","333.1.75.1","57075","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","59","Men+","","0","units","0","","333.1.75.2","28405","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","59","Women+","","0","units","0","","333.1.75.3","28670","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60 to 64 years","Total - Gender","","0","units","0","","333.1.76.1","275775","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60 to 64 years","Men+","","0","units","0","","333.1.76.2","134710","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60 to 64 years","Women+","","0","units","0","","333.1.76.3","141065","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60","Total - Gender","","0","units","0","","333.1.77.1","58095","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60","Men+","","0","units","0","","333.1.77.2","28870","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","60","Women+","","0","units","0","","333.1.77.3","29225","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","61","Total - Gender","","0","units","0","","333.1.78.1","56320","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","61","Men+","","0","units","0","","333.1.78.2","27620","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","61","Women+","","0","units","0","","333.1.78.3","28700","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","62","Total - Gender","","0","units","0","","333.1.79.1","55435","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","62","Men+","","0","units","0","","333.1.79.2","27060","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","62","Women+","","0","units","0","","333.1.79.3","28370","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","63","Total - Gender","","0","units","0","","333.1.80.1","53900","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","63","Men+","","0","units","0","","333.1.80.2","26195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","63","Women+","","0","units","0","","333.1.80.3","27705","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","64 ","Total - Gender","","0","units","0","","333.1.81.1","52025","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","64 ","Men+","","0","units","0","","333.1.81.2","24965","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","64 ","Women+","","0","units","0","","333.1.81.3","27060","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 years and over","Total - Gender","","0","units","0","","333.1.82.1","772490","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 years and over","Men+","","0","units","0","","333.1.82.2","341195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 years and over","Women+","","0","units","0","","333.1.82.3","431295","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 to 69 years","Total - Gender","","0","units","0","","333.1.83.1","229190","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 to 69 years","Men+","","0","units","0","","333.1.83.2","108385","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65 to 69 years","Women+","","0","units","0","","333.1.83.3","120800","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65","Total - Gender","","0","units","0","","333.1.84.1","49095","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65","Men+","","0","units","0","","333.1.84.2","23505","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","65","Women+","","0","units","0","","333.1.84.3","25590","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","66","Total - Gender","","0","units","0","","333.1.85.1","48480","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","66","Men+","","0","units","0","","333.1.85.2","23105","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","66","Women+","","0","units","0","","333.1.85.3","25370","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","67","Total - Gender","","0","units","0","","333.1.86.1","46040","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","67","Men+","","0","units","0","","333.1.86.2","21625","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","67","Women+","","0","units","0","","333.1.86.3","24420","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","68","Total - Gender","","0","units","0","","333.1.87.1","43600","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","68","Men+","","0","units","0","","333.1.87.2","20405","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","68","Women+","","0","units","0","","333.1.87.3","23200","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","69","Total - Gender","","0","units","0","","333.1.88.1","41970","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","69","Men+","","0","units","0","","333.1.88.2","19755","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","69","Women+","","0","units","0","","333.1.88.3","22215","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70 to 74 years","Total - Gender","","0","units","0","","333.1.89.1","195680","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70 to 74 years","Men+","","0","units","0","","333.1.89.2","89785","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70 to 74 years","Women+","","0","units","0","","333.1.89.3","105885","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70","Total - Gender","","0","units","0","","333.1.90.1","41300","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70","Men+","","0","units","0","","333.1.90.2","19050","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","70","Women+","","0","units","0","","333.1.90.3","22255","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","71","Total - Gender","","0","units","0","","333.1.91.1","39615","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","71","Men+","","0","units","0","","333.1.91.2","18315","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","71","Women+","","0","units","0","","333.1.91.3","21300","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","72","Total - Gender","","0","units","0","","333.1.92.1","39010","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","72","Men+","","0","units","0","","333.1.92.2","17680","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","72","Women+","","0","units","0","","333.1.92.3","21330","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","73","Total - Gender","","0","units","0","","333.1.93.1","38250","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","73","Men+","","0","units","0","","333.1.93.2","17615","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","73","Women+","","0","units","0","","333.1.93.3","20645","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","74","Total - Gender","","0","units","0","","333.1.94.1","37495","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","74","Men+","","0","units","0","","333.1.94.2","17135","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","74","Women+","","0","units","0","","333.1.94.3","20365","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75 to 79 years","Total - Gender","","0","units","0","","333.1.95.1","145490","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75 to 79 years","Men+","","0","units","0","","333.1.95.2","65105","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75 to 79 years","Women+","","0","units","0","","333.1.95.3","80390","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75","Total - Gender","","0","units","0","","333.1.96.1","33120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75","Men+","","0","units","0","","333.1.96.2","15010","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","75","Women+","","0","units","0","","333.1.96.3","18105","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","76","Total - Gender","","0","units","0","","333.1.97.1","31465","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","76","Men+","","0","units","0","","333.1.97.2","14145","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","76","Women+","","0","units","0","","333.1.97.3","17320","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","77","Total - Gender","","0","units","0","","333.1.98.1","29340","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","77","Men+","","0","units","0","","333.1.98.2","12935","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","77","Women+","","0","units","0","","333.1.98.3","16400","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","78","Total - Gender","","0","units","0","","333.1.99.1","27180","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","78","Men+","","0","units","0","","333.1.99.2","12240","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","78","Women+","","0","units","0","","333.1.99.3","14945","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","79","Total - Gender","","0","units","0","","333.1.100.1","24390","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","79","Men+","","0","units","0","","333.1.100.2","10770","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","79","Women+","","0","units","0","","333.1.100.3","13620","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80 to 84 years","Total - Gender","","0","units","0","","333.1.101.1","98200","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80 to 84 years","Men+","","0","units","0","","333.1.101.2","41110","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80 to 84 years","Women+","","0","units","0","","333.1.101.3","57090","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80","Total - Gender","","0","units","0","","333.1.102.1","23435","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80","Men+","","0","units","0","","333.1.102.2","10130","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","80","Women+","","0","units","0","","333.1.102.3","13305","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","81","Total - Gender","","0","units","0","","333.1.103.1","21605","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","81","Men+","","0","units","0","","333.1.103.2","9140","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","81","Women+","","0","units","0","","333.1.103.3","12465","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","82","Total - Gender","","0","units","0","","333.1.104.1","18955","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","82","Men+","","0","units","0","","333.1.104.2","8025","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","82","Women+","","0","units","0","","333.1.104.3","10930","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","83","Total - Gender","","0","units","0","","333.1.105.1","18085","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","83","Men+","","0","units","0","","333.1.105.2","7260","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","83","Women+","","0","units","0","","333.1.105.3","10825","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","84","Total - Gender","","0","units","0","","333.1.106.1","16120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","84","Men+","","0","units","0","","333.1.106.2","6555","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","84","Women+","","0","units","0","","333.1.106.3","9560","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 years and over","Total - Gender","","0","units","0","","333.1.107.1","103925","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 years and over","Men+","","0","units","0","","333.1.107.2","36800","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 years and over","Women+","","0","units","0","","333.1.107.3","67125","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 to 89 years","Total - Gender","","0","units","0","","333.1.108.1","63835","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 to 89 years","Men+","","0","units","0","","333.1.108.2","24460","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85 to 89 years","Women+","","0","units","0","","333.1.108.3","39370","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85","Total - Gender","","0","units","0","","333.1.109.1","14910","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85","Men+","","0","units","0","","333.1.109.2","6120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","85","Women+","","0","units","0","","333.1.109.3","8795","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","86","Total - Gender","","0","units","0","","333.1.110.1","13670","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","86","Men+","","0","units","0","","333.1.110.2","5305","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","86","Women+","","0","units","0","","333.1.110.3","8365","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","87","Total - Gender","","0","units","0","","333.1.111.1","12925","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","87","Men+","","0","units","0","","333.1.111.2","4910","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","87","Women+","","0","units","0","","333.1.111.3","8015","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","88","Total - Gender","","0","units","0","","333.1.112.1","12095","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","88","Men+","","0","units","0","","333.1.112.2","4310","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","88","Women+","","0","units","0","","333.1.112.3","7785","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","89","Total - Gender","","0","units","0","","333.1.113.1","10225","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","89","Men+","","0","units","0","","333.1.113.2","3815","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","89","Women+","","0","units","0","","333.1.113.3","6415","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90 to 94 years","Total - Gender","","0","units","0","","333.1.114.1","31845","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90 to 94 years","Men+","","0","units","0","","333.1.114.2","10235","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90 to 94 years","Women+","","0","units","0","","333.1.114.3","21605","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90","Total - Gender","","0","units","0","","333.1.115.1","8925","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90","Men+","","0","units","0","","333.1.115.2","3035","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","90","Women+","","0","units","0","","333.1.115.3","5890","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","91","Total - Gender","","0","units","0","","333.1.116.1","7440","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","91","Men+","","0","units","0","","333.1.116.2","2495","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","91","Women+","","0","units","0","","333.1.116.3","4945","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","92","Total - Gender","","0","units","0","","333.1.117.1","6290","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","92","Men+","","0","units","0","","333.1.117.2","1855","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","92","Women+","","0","units","0","","333.1.117.3","4435","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","93","Total - Gender","","0","units","0","","333.1.118.1","5380","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","93","Men+","","0","units","0","","333.1.118.2","1660","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","93","Women+","","0","units","0","","333.1.118.3","3715","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","94","Total - Gender","","0","units","0","","333.1.119.1","3810","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","94","Men+","","0","units","0","","333.1.119.2","1195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","94","Women+","","0","units","0","","333.1.119.3","2615","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95 to 99 years","Total - Gender","","0","units","0","","333.1.120.1","7290","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95 to 99 years","Men+","","0","units","0","","333.1.120.2","1910","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95 to 99 years","Women+","","0","units","0","","333.1.120.3","5375","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95","Total - Gender","","0","units","0","","333.1.121.1","2755","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95","Men+","","0","units","0","","333.1.121.2","845","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","95","Women+","","0","units","0","","333.1.121.3","1910","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","96","Total - Gender","","0","units","0","","333.1.122.1","1750","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","96","Men+","","0","units","0","","333.1.122.2","450","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","96","Women+","","0","units","0","","333.1.122.3","1305","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","97","Total - Gender","","0","units","0","","333.1.123.1","1265","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","97","Men+","","0","units","0","","333.1.123.2","280","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","97","Women+","","0","units","0","","333.1.123.3","985","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","98","Total - Gender","","0","units","0","","333.1.124.1","885","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","98","Men+","","0","units","0","","333.1.124.2","195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","98","Women+","","0","units","0","","333.1.124.3","690","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","99","Total - Gender","","0","units","0","","333.1.125.1","625","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","99","Men+","","0","units","0","","333.1.125.2","135","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","99","Women+","","0","units","0","","333.1.125.3","490","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","100 years and over","Total - Gender","","0","units","0","","333.1.126.1","965","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","100 years and over","Men+","","0","units","0","","333.1.126.2","195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","100 years and over","Women+","","0","units","0","","333.1.126.3","775","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Average age","Total - Gender","","0","units","0","","333.1.127.1","41.3","","","","1"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Average age","Men+","","0","units","0","","333.1.127.2","40.2","","","","1"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Average age","Women+","","0","units","0","","333.1.127.3","42.3","","","","1"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Median age","Total - Gender","","0","units","0","","333.1.128.1","40.8","","","","1"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Median age","Men+","","0","units","0","","333.1.128.2","40.0","","","","1"
"2021","Montréal (CMA), Que.","2021S0503462","2021","Median age","Women+","","0","units","0","","333.1.128.3","42.0","","","","1"


